,Company,highratedfor,criticalratedfor,rating,reviews,salaries,interviews,jobs,companyCard,branches
2776,Cheil India,"Promotions, Skill Development, Company Culture",,2.9,398,2k,19,8,Marketing & Advertising | Gurugram +21 other locations,NA
2777,Aeries Technology,"Job Security, Promotions, Skill Development",,3.2,398,2.5k,32,151,IT Services & Consulting | Bengaluru +7 other locations,NA
2778,Hike Education Private Limited,"Company Culture, Skill Development, Work Satisfaction",,4.2,398,693,136,8,EdTech | Gurugram +6 other locations,NA
2779,eNoah iSolution,Promotions,,3.8,398,2.3k,33,18,IT Services & Consulting | Chennai +9 other locations,NA
2780,MRF Vapocure Paints,"Work Life Balance, Work Satisfaction, Skill Development",Promotions,4.0,398,1.3k,32,--,Chemicals | Chennai +103 other locations,NA
2781,Broadcom,Salary,"Job Security, Promotions, Company Culture",3.2,398,3.1k,45,19,Semiconductors | Bengaluru +13 other locations,NA
2782,Hanon Systems,"Company Culture, Work Life Balance, Work Satisfaction","Promotions, Salary",4.0,398,1.6k,16,4,Auto Components | Chennai +21 other locations,NA
2783,Gold Plus Glass,"Company Culture, Promotions, Work Life Balance",,3.4,399,1.5k,21,6,Other | Roorkee +37 other locations,NA
2784,Karvy DigiKonnect,"Salary, Job Security, Promotions",,3.2,397,1.2k,8,--,Financial Services | Hyderabad +20 other locations,NA
2785,Connectwise India,"Promotions, Work Satisfaction, Job Security",,3.4,397,2.9k,60,36,IT Services & Consulting | Pune +9 other locations,NA
2786,Tekion,"Job Security, Work Life Balance, Promotions",,2.9,397,5.1k,118,58,Software Product | Bengaluru +4 other locations,NA
2787,Nyati Group,"Job Security, Salary, Company Culture",,4.1,397,1.4k,37,3,Real Estate | Pune +17 other locations,NA
2788,Hindustan Foods,"Promotions, Company Culture, Work Satisfaction",,3.6,396,1.8k,34,9,FMCG | Hyderabad +37 other locations,NA
2789,Balaji Wafers,"Work Life Balance, Company Culture, Work Satisfaction",,4.4,396,1.2k,32,3,FMCG | Indore +67 other locations,NA
2790,Jubilant Biosys,"Promotions, Work Satisfaction, Skill Development",,3.6,396,2k,42,29,Biotechnology | Bengaluru +14 other locations,NA
2791,Christian Medical College,"Skill Development, Work Satisfaction, Company Culture",,4.1,396,1.3k,14,4,Education & Training | Vellore +30 other locations,NA
2792,Dixit Infotech Services,"Promotions, Job Security, Work Satisfaction",,3.6,396,1.4k,27,20,IT Services & Consulting | Mumbai +43 other locations,NA
2793,Mindlance,"Promotions, Company Culture, Work Satisfaction",,3.6,396,1.6k,30,--,Recruitment | Noida +12 other locations,NA
2794,National Fertilizers,"Job Security, Work Life Balance, Company Culture",,4.4,395,1.1k,29,--,Agro Chemicals | Bathinda +35 other locations,NA
2795,Bharat Aluminium Company (BALCO),"Salary, Job Security, Skill Development",Promotions,4.0,395,1.6k,35,--,Metals & Mining | Korba +16 other locations,NA
2796,Tirumala Milk Products,"Company Culture, Work Life Balance, Skill Development",,4.2,394,1.1k,33,5,Food Processing | Chennai +55 other locations,NA
2797,The Phoenix Mills,Salary,Promotions,3.8,394,1.9k,26,31,Real Estate | Mumbai +17 other locations,NA
2798,UCAL Fuel Systems,"Promotions, Salary, Company Culture",,3.9,394,1.4k,12,2,Auto Components | Chennai +19 other locations,NA
2799,Accel Frontline,"Work Satisfaction, Skill Development, Company Culture",,4.3,394,762,7,--,IT Services & Consulting | Chennai +54 other locations,NA
2800,Icertis,"Promotions, Work Satisfaction, Job Security",,3.3,394,3.2k,57,37,Software Product | Pune +12 other locations,NA
2801,TVS Mobility,"Job Security, Company Culture, Skill Development",Promotions,4.0,394,1.5k,37,9,Automobile | Chennai +71 other locations,NA
2802,Mettler-Toledo,"Promotions, Salary, Work Satisfaction",,3.6,394,2k,27,2,Electrical Equipment | Mumbai +22 other locations,NA
2803,Sarvodaya Hospital,Promotions,,3.8,395,1.4k,21,30,Healthcare | Faridabad +20 other locations,NA
2804,Wonderla Holidays,"Company Culture, Work Life Balance, Work Satisfaction",,4.4,395,1.1k,40,65,Media & Entertainment | Bengaluru +16 other locations,NA
2805,Ess Kay Fincorp,"Company Culture, Work Satisfaction, Job Security",,4.2,394,966,13,40,NBFC | Jaipur +108 other locations,NA
2806,CEVA Logistics,Promotions,,3.8,393,1.4k,13,2,Logistics | Chennai +48 other locations,NA
2807,Adani Infra,Salary,"Promotions, Company Culture",3.8,393,1.6k,40,--,Engineering & Construction | Ahmedabad +52 other locations,NA
2808,Scientific Publishing Services,Job Security,"Promotions, Salary, Skill Development",3.7,393,1.3k,18,--,Analytics & KPO | Chennai +7 other locations,NA
2809,Supertech,"Work Life Balance, Job Security",Promotions,3.9,393,1.6k,18,--,Real Estate | Noida +20 other locations,NA
2810,Burns & McDonnell,"Company Culture, Work Life Balance, Job Security",,4.1,393,2.3k,53,12,Engineering & Construction | Mumbai +10 other locations,NA
2811,SML Isuzu,"Job Security, Work Life Balance, Company Culture",,4.2,393,1.4k,30,3,Automobile | Chandigarh +51 other locations,NA
